monitoring_location_id,time_series_id,site_name,block_index,block_start,block_end,cadence_hours,phase_index,n_sparse_reports,horizon_hours,threshold_mgL,state_lower_bound_mgL,max_slope_mgL_per_hour,reference_L_compatible,reference_occupation_hours,reference_deficit_mgL_hours,status,error,occupation_lower,occupation_upper,occupation_width_fraction,deficit_lower_mgL_hours,deficit_upper_unconstrained_mgL_hours,deficit_upper_nonnegative_mgL_hours,deficit_width_fraction_unconstrained_H_times_T,deficit_width_fraction_nonnegative_H_times_T,deficit_width_fraction_reduction,occupation_reference_covered,deficit_reference_covered
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,4,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,143.7642464836306,0.8660496776122324,0.0,823.1966620296292,561.6714076686073,0.9918032072646136,0.6767125393597679,0.31509066790484563,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,5,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,143.83998133893164,0.8665059116803111,0.0,824.0773796325304,562.0500819451124,0.9928643128102776,0.6771687734278463,0.31569553938243133,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,6,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,143.85512830999178,0.8665971584939264,0.0,824.2542805016633,562.1258168004133,0.9930774463875461,0.6772600202414618,0.3158174261460843,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,7,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,143.87027528105196,0.8666884053075419,0.0,824.4353467878376,562.2015516557141,0.9932955985395634,0.6773512670550772,0.3159443314844862,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,0,43,168.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,156.7003595890928,0.9327402356493619,0.0,1930.4848214102913,703.980199879429,2.2981962159646323,0.8380716665231298,1.4601245494415025,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,1,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.0032990102969,0.9329469451847372,0.0,1885.3671780119205,687.3882683679741,2.2992282658681957,0.838278376058505,1.4609498898096906,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,2,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,152.9805785537066,0.9328084058152842,0.0,1884.7923598513078,687.2746660850224,2.298527268111351,0.8381398366890518,1.460387431422299,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,3,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.0487399234775,0.9332240239236433,0.0,1886.4831123225374,687.6154729338771,2.300589161368948,0.8385554547974111,1.4620337065715368,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,4,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,152.97300506817652,0.9327622260254665,0.0,1884.6042880910184,687.236798657372,2.29829791230612,0.8380936568992341,1.4602042554068857,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,5,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.03359295241734,0.9331316643440082,0.0,1886.1118915675515,687.5397380785762,2.3001364531311603,0.8384630952177758,1.4616733579133845,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,6,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.0563134090076,0.933270203713461,0.0,1886.6655039686793,687.6533403615277,2.3008115902057065,0.8386016345872289,1.4622099556184776,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,7,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.06388689453763,0.9333163835032783,0.0,1886.8531970546917,687.6912077891778,2.3010404842130385,0.8386478143770462,1.4623926698359924,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,8,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.12447477877848,0.93368582182182,0.0,1888.3327786347638,687.9941472103817,2.302844851993614,0.8390172526955875,1.4638275992980267,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,9,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.10932780771827,0.9335934622421846,0.0,1887.941488143124,687.9184123550808,2.3023676684672245,0.8389248931159522,1.4634427753512722,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,10,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.11690129324836,0.9336396420320022,0.0,1888.1348613432847,687.9562797827311,2.30260348944303,0.8389710729057697,1.4636324165372603,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,11,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.1169012932484,0.9336396420320023,0.0,1888.1163063037368,687.9562797827316,2.3025808613460206,0.8389710729057702,1.4636097884402504,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,12,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.10175432218819,0.933547282452367,0.0,1887.7409201317093,687.8805449274305,2.302123073331353,0.8388787133261347,1.463244360005218,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,13,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.10932780771833,0.933593462242185,0.0,1887.9320212862117,687.9184123550809,2.3023561235197705,0.8389248931159523,1.4634312304038182,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,14,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.10175432218819,0.933547282452367,0.0,1887.751144337175,687.8805449274306,2.3021355418746037,0.8388787133261348,1.4632568285484688,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,15,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,0.0,153.10175432218819,0.933547282452367,0.0,1887.7587178227045,687.8805449274306,2.3021447778325665,0.8388787133261348,1.4632660645064317,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,0.5,0,337,168.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,1.1208758584545992,111.8653252509096,0.6591931511455655,0.19236653246451804,143.19996556439105,143.19996556439105,0.17024714170467445,0.17024714170467445,0.0,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,0.5,1,336,167.5,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,1.1663167716354585,111.60767678787288,0.6593514030820143,0.19766797233566957,143.37167367467876,143.37167367467876,0.17095403665951414,0.17095403665951414,0.0,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,1.0,0,169,168.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.560437929227314,139.94780959651496,0.8296867361148075,0.09769796333828214,396.6478818950661,386.01195537841534,0.47208355229967597,0.45942173501794886,0.012661817281727106,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,1.0,1,168,167.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.5604379292274099,139.15229370582745,0.8298913519556887,0.09618326623229219,394.68269160969623,383.963397364031,0.4725586926269029,0.45972121448838166,0.012837478138521263,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,1.0,2,168,167.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.5604379292274002,139.15986719135762,0.8299367021684445,0.09466856912627024,394.60564638992935,383.96302399722333,0.4724682369111414,0.45972258135101446,0.012745655560126967,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,1.0,3,168,167.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.6058788424080076,139.19016113347791,0.8298460017429335,0.1014847061033631,395.1764584796356,384.3928439845905,0.4731436811659069,0.46022917278860737,0.012914508377299516,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,0,85,168.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.2877924501437369,154.00419874037792,0.9149786088704415,0.05225705015768005,939.6458527028522,612.3645027703806,1.1185638043484458,0.7289431496669321,0.38962065468151375,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,1,84,166.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.2726454790835552,152.1253745088595,0.9147754760829875,0.04544091318059951,927.8638558108893,604.7948342769888,1.1178535119249502,0.7286137269443472,0.38923978498060297,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,2,84,166.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.27264547908354597,152.16324193650996,0.9150035931170266,0.04695561028661524,928.2436267280984,604.9826567181353,1.1183092423106167,0.7288381941058417,0.38947104820477496,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,3,84,166.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.3029394212039741,152.2314033062809,0.9152317101510657,0.05301439871070669,929.4786840896792,605.4688744891678,1.1197899634830946,0.7294166989041652,0.3903732645789294,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,4,84,166.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.2726454790835183,152.17838890757017,0.9150948399306426,0.04544091318058476,928.3663771756908,605.0599062705418,1.118458959352422,0.7289330907920014,0.3895258685604205,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,5,84,166.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.2877924501437462,152.23897679181096,0.9153685803714893,0.05074235305166422,929.3410059991658,605.4332791071762,1.119626823670017,0.7293765503061741,0.390250273363843,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,6,84,166.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.2877924501437554,152.21625633522063,0.9152317101510654,0.04771295883963,929.0317284793908,605.3227062184366,1.1192578500247605,0.7292469798308397,0.3900108701939208,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,2.0,7,84,166.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.30293942120393724,152.20110936416046,0.9150492165238344,0.04847030739263648,929.1282904198999,605.3219488698838,1.1193732772439846,0.7292451548945676,0.39012812234941696,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,0,43,168.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.13632273954176988,160.97180542806848,0.9573540636221827,0.024992502249326122,2041.5515728999967,725.994050269767,2.4303887861877946,0.8642488782946638,1.5661399078931308,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,1,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.13632273954175034,157.0475402833695,0.956775716730657,0.02499250224931404,1990.8107104067458,708.2660959287965,2.4277874608591423,0.8637086627153014,1.5640787981438409,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,2,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.1514697106019529,157.06268725442968,0.9567757167306569,0.027264547908345236,1991.55163721961,708.4152935937394,2.428688259355734,0.863887840299794,1.56480041905594,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,3,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.1514697106019529,157.0551137688996,0.9567295369408392,0.027264547908345236,1991.4037049326298,708.3774261660891,2.428507854127709,0.8638416605099766,1.5646661936177326,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,4,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.16661668166218915,157.10812816761026,0.9569604358899273,0.026507199355349127,1993.1645121450126,708.7189903634965,2.430656103592265,0.8642591258099281,1.5663969777823368,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,5,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.16661668166218915,157.11570165314038,0.957006615679745,0.026507199355349127,1993.3556132995152,708.7568577911469,2.430889153780683,0.8643053055997457,1.566583848180937,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,6,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.15146971060198658,157.16871605185105,0.9574222337881041,0.022720456590297134,1994.3228579745967,708.9499816721643,2.432073338436593,0.8645454405067976,1.5675278979297953,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,7,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.15146971060198658,157.21415696503172,0.9576993125270106,0.022720456590297134,1995.5001375180084,709.1771862380676,2.433509045196851,0.8648225192457041,1.568686525951147,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,8,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.15146971060198658,157.26717136374242,0.9580225710557344,0.027264547908355894,1996.8117170744445,709.437714140303,2.4351029908860196,0.8651346946248716,1.5699682962611479,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,9,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.136322739541784,157.29746530586277,0.9582996497946402,0.020448410931265936,1997.1560519557972,709.520265132581,2.4355312238352025,0.8652436789288411,1.5702875449063614,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,10,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.12117576848158886,157.32775924798318,0.9585767285335464,0.019691062378258507,1997.5064456255745,709.596757336435,2.4359594567843854,0.8653378857000692,1.5706215710843163,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,11,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.1514697106019529,157.41106758881423,0.95889998706227,0.025749850802324437,2000.3687975260646,710.1587099627681,2.439442741067393,0.8660158050145924,1.5734269360528006,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,12,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.1060287974213816,157.30503879139283,0.9585305487437284,0.01893371382524541,1996.4195398791164,709.4081775467351,2.4346348855674282,0.865108833942573,1.5695260516248553,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,13,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.12117576848154776,157.35805319010353,0.958761447692817,0.02423515369630364,1998.1905712969628,709.7436829557186,2.4367882148088618,0.8655115217097833,1.5712766930990785,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,14,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.13632273954175503,157.2747448492724,0.9581611104251868,0.024992502249316734,1996.4433963585343,709.4021187583108,2.4346565900686405,0.8650940564098311,1.5695625336588095,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",1,2024-06-18 16:00:00+00:00,2024-06-25 16:00:00+00:00,4.0,15,42,164.0,5.0,0.0,13.203959999999936,True,14.5,3.7750000000000004,feasible,,0.15146971060195016,157.22173045056175,0.957745492316828,0.025749850802324167,1995.5352248705885,709.2120242715058,2.433548140268032,0.8648613102691506,1.5686868299988812,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",2,2024-06-25 16:15:00+00:00,2024-07-02 16:15:00+00:00,0.5,0,337,168.0,5.0,0.0,13.203959999999936,True,12.5,2.099999999999998,feasible,,0.6361727845282172,110.19765888415242,0.6521517029739536,0.07422015819495989,145.46306498297304,145.46306498297304,0.1730819581247358,0.1730819581247358,0.0,True,True
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",2,2024-06-25 16:15:00+00:00,2024-07-02 16:15:00+00:00,0.5,1,336,167.5,5.0,0.0,13.203959999999936,True,12.5,2.099999999999998,feasible,,0.6361727845283116,110.0384657330074,0.6531480176028602,0.07422015819496747,145.4532512619316,145.4532512619316,0.1735869028104318,0.1735869028104318,0.0,True,True
