monitoring_location_id,time_series_id,site_name,block_index,block_start,block_end,cadence_hours,phase_cases,median_occupation_width_fraction,median_deficit_width_fraction_nonnegative,median_deficit_width_fraction_reduction,occupation_containment_failures,deficit_containment_failures,median_occupation_width_fraction_k1,median_occupation_width_fraction_increase,median_deficit_width_fraction_k1,median_deficit_width_fraction_increase,k1_nesting_failures
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",2,2024-06-15 12:15:00+00:00,2024-06-22 12:15:00+00:00,0.5,2,0.31201749763725106,0.05509181550363505,0.0,0,0,0.3149755900532729,0.0029580924160218514,0.05696472784378067,0.0018729123401456209,0
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",2,2024-06-15 12:15:00+00:00,2024-06-22 12:15:00+00:00,1.0,4,0.6330139310074661,0.2805807033797747,0.0015410160162620257,0,0,0.6373545942283095,0.004353620424487892,0.2855892641905451,0.005042999997768749,0
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",2,2024-06-15 12:15:00+00:00,2024-06-22 12:15:00+00:00,2.0,8,0.8164798461155331,0.6271427078630687,0.2613609850572354,0,0,0.8208140697622761,0.004308153128567249,0.633758101850203,0.006575745074075157,0
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",2,2024-06-15 12:15:00+00:00,2024-06-22 12:15:00+00:00,4.0,16,0.9079867687882839,0.8133181996620518,1.3671317837633068,0,0,0.9121891296616924,0.004202360873408417,0.8198295500263437,0.006511350364292068,0
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",3,2024-06-22 12:30:00+00:00,2024-06-29 12:30:00+00:00,0.5,2,0.40952088799928327,0.09438959927887668,0.0,0,0,0.412433832860306,0.0029129448610227537,0.09627294041234916,0.0018833411334724728,0
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",3,2024-06-22 12:30:00+00:00,2024-06-29 12:30:00+00:00,1.0,4,0.6492614545522004,0.3131498966896185,0.005660895629460011,0,0,0.6544313788062797,0.0051699242540791945,0.318291058583402,0.005170542190499089,0
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",3,2024-06-22 12:30:00+00:00,2024-06-29 12:30:00+00:00,2.0,8,0.8245323774171134,0.6351952391646489,0.281034814927259,0,0,0.8297334457932053,0.005201068376091689,0.6426774778811319,0.0074822387164828474,0
USGS-01579550,abaf8aaaf7bd495483198ad33d277024,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",3,2024-06-22 12:30:00+00:00,2024-06-29 12:30:00+00:00,4.0,16,0.91244311850569,0.8177745493794577,1.388171779968437,0,0,0.9175690751754516,0.0051556436775017644,0.8252094955401031,0.00743714519825589,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,0.5,2,0.34274364370708266,0.04701826162432446,0.0,0,0,0.34549757727803976,0.0027539335709571566,0.04887910722847877,0.0018608456041543028,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,1.0,4,0.6714603836958135,0.30140812709331577,0.0003418655544459859,0,0,0.6741813964611185,0.0027210127653050087,0.3060607898282641,0.004658889409860034,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,8,0.8356047437407363,0.6462676054882718,0.2777141916884766,0,0,0.8383258540753459,0.0027374044084693683,0.651256307768389,0.0050185747488604715,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,16,0.9178549500647992,0.8231863809385669,1.4025731877427068,0,0,0.9206400311983269,0.0027707873890604473,0.8282804515629785,0.005079776879944098,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,0.5,2,0.331321985132184,0.040659875364627375,0.0,0,0,0.3341211335421268,0.0027991484099427755,0.04239653647150171,0.0017366611068743362,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,1.0,4,0.6654741556121417,0.2945703601914675,2.8446555944139362e-09,0,0,0.6682858688029567,0.0028117131908149684,0.29925586926921044,0.004685509077742983,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,2.0,8,0.8326761555323101,0.6433390172798459,0.2732251768037272,0,0,0.8355048067543951,0.002828651222084977,0.648448838842322,0.005109821562476025,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,4.0,16,0.9163684006401916,0.8216998315139592,1.3963310337813533,0,0,0.9191622779241608,0.0027707873890605583,0.8268026982888124,0.0050797768799443754,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,2,2024-06-15 00:30:00+00:00,2024-06-22 00:30:00+00:00,0.5,2,0.3918186322871617,0.0565879486844631,0.0,0,0,0.3943468953671101,0.002528263079948384,0.05841670877349851,0.0018287600890354097,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,2,2024-06-15 00:30:00+00:00,2024-06-22 00:30:00+00:00,1.0,4,0.6960175239026878,0.32267531144490363,7.419084526863462e-05,0,0,0.6985571358169724,0.002539611914284645,0.3272482229283086,0.00457291148340494,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,2,2024-06-15 00:30:00+00:00,2024-06-22 00:30:00+00:00,2.0,8,0.8481424904401629,0.6588053521876984,0.29238944796779687,0,0,0.850697401221401,0.002554910781238151,0.6636414333093279,0.004836081121629254,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,2,2024-06-15 00:30:00+00:00,2024-06-22 00:30:00+00:00,4.0,16,0.9242651446990136,0.8295965755727814,1.4268769265545407,0,0,0.9268050331389865,0.0025860682297897397,0.8344454535036374,0.004895057720673501,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,3,2024-06-22 00:45:00+00:00,2024-06-29 00:45:00+00:00,0.5,2,0.48617621482739204,0.09134024690547596,0.0,0,0,0.489065658347333,0.0028894435199409985,0.09322570026145537,0.001885453355979401,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,3,2024-06-22 00:45:00+00:00,2024-06-29 00:45:00+00:00,1.0,4,0.743157045498527,0.36922125361728686,0.001992139888432082,0,0,0.7460508209790893,0.00290241361632515,0.37394857039476853,0.004734767934635009,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,3,2024-06-22 00:45:00+00:00,2024-06-29 00:45:00+00:00,2.0,8,0.8719350970904419,0.6825979588379771,0.32439201076230206,0,0,0.8748549951261425,0.002919898035700641,0.6877990272140688,0.005201068376091689,0
USGS-01594441,979a9c0c3a4842e8bd56bd05b649ab28,Patuxent R at Gov Bridge Natural Area nr Bowie MD,3,2024-06-22 00:45:00+00:00,2024-06-29 00:45:00+00:00,4.0,16,0.9361333506821565,0.8414647815559243,1.4740328226534136,0,0,0.9390426774406697,0.0028741421567476944,0.8466830978053212,0.005172136459579535,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,0.5,2,0.14801671118594914,0.01832911020410751,0.0,0,0,0.15095264380938408,0.0029359326234349448,0.020121474552117463,0.0017923643480099536,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,1.0,4,0.49343812352574096,0.18212039576506373,1.0008553148338484e-05,0,0,0.49869874820533044,0.005260624679589432,0.18702702522416645,0.004906629459102738,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,8,0.7472919496914703,0.5579548114390056,0.1895671449690291,0,0,0.7525842648811778,0.005260813313578305,0.5655282969691042,0.007528405259086102,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,16,0.8741600727468374,0.7794915036206054,1.2427653252234112,0,0,0.8793091193115086,0.00526449603921475,0.7869495396761601,0.007573485530098567,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,0.5,2,0.18719851786920355,0.02516386620485036,0.0,0,0,0.19013400286573257,0.0029354849965289864,0.027037254450554125,0.0018733882457037648,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,1.0,4,0.5256594496882265,0.20391206194875078,9.78836733500632e-05,0,0,0.5307840237295507,0.005109187361996503,0.20885019855886555,0.0049371936884911455,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,2.0,8,0.7633057654810158,0.5739686272285511,0.20548336718159133,0,0,0.7683471519332803,0.00510982156247608,0.5812911840212067,0.007390991902867183,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",1,2024-06-08 00:15:00+00:00,2024-06-15 00:15:00+00:00,4.0,16,0.8818951875412976,0.7872266184150654,1.2708416131648188,0,0,0.8869287846314242,0.005079776879944153,0.7945692049960758,0.007388766370827804,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",2,2024-06-18 20:00:00+00:00,2024-06-25 20:00:00+00:00,0.5,2,0.43869462840639933,0.11887167069911807,0.0,0,0,0.4419912938429211,0.0032966654365217396,0.12078638112299442,0.0019147104238763438,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",2,2024-06-18 20:00:00+00:00,2024-06-25 20:00:00+00:00,1.0,4,0.646517766680518,0.3275066876738265,0.009677363790449145,0,0,0.6521865432749032,0.005668776594385305,0.33245677361150017,0.004954808054987991,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",2,2024-06-18 20:00:00+00:00,2024-06-25 20:00:00+00:00,2.0,8,0.8247833061545569,0.6379718797029734,0.29245976385732997,0,0,0.8303949851919191,0.005566055630554456,0.6454687179096348,0.007496838206661471,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",2,2024-06-18 20:00:00+00:00,2024-06-25 20:00:00+00:00,4.0,16,0.9136899728307666,0.8201814400247546,1.4003313263026151,0,0,0.9191853678190698,0.005449215198485291,0.8276690311457924,0.007444182118609199,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",3,2024-06-25 20:15:00+00:00,2024-07-02 20:15:00+00:00,0.5,2,0.3928948541052028,0.09130367086747282,0.0,0,0,0.3959887009129317,0.003093846807728895,0.09325916026921167,0.001955489401738855,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",3,2024-06-25 20:15:00+00:00,2024-07-02 20:15:00+00:00,1.0,4,0.6163598751983896,0.2992206611685501,0.005301491992703966,0,0,0.6223461032820603,0.006013492199672343,0.30417461647707644,0.004921141527184342,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",3,2024-06-25 20:15:00+00:00,2024-07-02 20:15:00+00:00,2.0,8,0.8094538414671291,0.6205665500057893,0.2706549726915411,0,0,0.8153848843521458,0.005976666291824695,0.6286441741811143,0.008123247582132787,0
USGS-01638500,7329a5d59c164090aee93904299d4a7a,"POTOMAC RIVER AT POINT OF ROCKS, MD",3,2024-06-25 20:15:00+00:00,2024-07-02 20:15:00+00:00,4.0,16,0.9056546894024915,0.8112825945268888,1.366315108219038,0,0,0.9114964328144273,0.005818653517027095,0.8193178779551639,0.008036207024071762,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",0,2024-06-01 22:00:00+00:00,2024-06-08 22:00:00+00:00,0.5,2,0.17472489744429315,0.023785797800005618,0.0,0,0,0.17768292390855134,0.00295802646425819,0.025600700168651513,0.0018149023686458935,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",0,2024-06-01 22:00:00+00:00,2024-06-08 22:00:00+00:00,1.0,4,0.47139531907611687,0.18586668402082945,2.5645872469379216e-05,0,0,0.4774340398690865,0.006055151337015924,0.19089735637956456,0.005021855272609399,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",0,2024-06-01 22:00:00+00:00,2024-06-08 22:00:00+00:00,2.0,8,0.7341980319376253,0.5448608936851609,0.18710571691332722,0,0,0.7412240365860301,0.006938559785356346,0.5541680686739567,0.009215928175180188,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",0,2024-06-01 22:00:00+00:00,2024-06-08 22:00:00+00:00,4.0,16,0.8675332729080012,0.7728647037817689,1.2231797927161274,0,0,0.8743447919061084,0.0068807886828334275,0.7819852122707598,0.009189778173717134,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",1,2024-06-10 19:15:00+00:00,2024-06-17 19:15:00+00:00,0.5,2,0.21199535687257215,0.03425408615513087,0.0,0,0,0.21490868207651426,0.0029133252039421076,0.03612526539919443,0.0018711792440635686,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",1,2024-06-10 19:15:00+00:00,2024-06-17 19:15:00+00:00,1.0,4,0.5060681577780313,0.20404492315663808,0.0003713579650396759,0,0,0.5115555335213963,0.005442025530609851,0.2090173643002884,0.004966617450729141,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",1,2024-06-10 19:15:00+00:00,2024-06-17 19:15:00+00:00,2.0,8,0.7538617202717974,0.564524582019333,0.20247419143851342,0,0,0.7593821524955439,0.0054748088169387366,0.5723261845834706,0.00775597915732984,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",1,2024-06-10 19:15:00+00:00,2024-06-17 19:15:00+00:00,4.0,16,0.8773926580340747,0.7827240889078424,1.256834038829581,0,0,0.8828187833376515,0.005495394988303148,0.790459203702303,0.00780438447918691,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",2,2024-06-27 13:30:00+00:00,2024-07-04 13:30:00+00:00,0.5,2,0.34302742488780036,0.07012211426260676,0.0,0,0,0.3459629098843293,0.002935484996529014,0.07200760096412619,0.0018854867015194385,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",2,2024-06-27 13:30:00+00:00,2024-07-04 13:30:00+00:00,1.0,4,0.5916323361021072,0.2764935318314301,0.002297323485425773,0,0,0.5976657102669581,0.006009801124260805,0.2814600954061065,0.004966563574676397,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",2,2024-06-27 13:30:00+00:00,2024-07-04 13:30:00+00:00,2.0,8,0.7949684098056455,0.6056312715531809,0.25219448581109166,0,0,0.8014469335723564,0.006478523766710709,0.6143909656602827,0.008759694107101812,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",2,2024-06-27 13:30:00+00:00,2024-07-04 13:30:00+00:00,4.0,16,0.8978964847131223,0.8032279155868902,1.335732592840614,0,0,0.9043847451825052,0.0063728109948389955,0.8120251655471565,0.008681800485722757,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",3,2024-07-12 18:00:00+00:00,2024-07-19 18:00:00+00:00,0.5,2,0.3214224693496297,0.07099711921644182,0.0,0,0,0.32426765923616063,0.00284518988653093,0.07287096757319152,0.0018738483567496966,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",3,2024-07-12 18:00:00+00:00,2024-07-19 18:00:00+00:00,1.0,4,0.5491508598953595,0.25474913807867994,0.003278062328352621,0,0,0.5552277884045403,0.006076928509180846,0.2596620727592629,0.00489651881056985,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",3,2024-07-12 18:00:00+00:00,2024-07-19 18:00:00+00:00,2.0,8,0.7757153321327439,0.5863781938802795,0.23576227292206325,0,0,0.7818060569415881,0.006113536512248108,0.594750089029515,0.008394706852639322,0
USGS-01643580,4d259ae612cb4d82bd36c7ccd1051434,"MONOCACY RIVER NEAR DICKERSON, MD",3,2024-07-12 18:00:00+00:00,2024-07-19 18:00:00+00:00,4.0,16,0.8886143469597696,0.7939457778335374,1.3021957496068137,0,0,0.8946638994258849,0.006049552466115271,0.8023043197905364,0.008358541956998866,0
USGS-01646500,bb18f3558934465194f8da1d5f1c3df3,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA",0,2024-06-07 17:15:00+00:00,2024-06-14 17:15:00+00:00,0.5,2,0.04486158227126275,0.002615806774934444,0.0,0,0,0.04781967468728463,0.002958092416021879,0.004090846265722038,0.0014750394907875938,0
